event,year,date,company,tickers,speaker,announcement,category,summary,key_number,metric_value,metric_unit,ship_quarter,availability,quote,confidence,video_id,video_url
COMPUTEX,2026,2026-06-01,NVIDIA,NVDA;MSFT,Jensen Huang,DGX Station Windows-compatible workstation,server,"DGX Station is a Windows-compatible desktop workstation for large language model and agent developers. It is positioned as the high-end workstation member of the new NVIDIA-Microsoft PC line, capable of running trillion-parameter models locally.",768 gigabytes of memory,768.0,GB,,announced,And if you want an incredible system — this is DGX Station.,0.89,wSp6AiNIrsY,https://www.youtube.com/watch?v=wSp6AiNIrsY
COMPUTEX,2026,2026-06-01,NVIDIA,NVDA,Jensen Huang,Cosmos 3,software,"Cosmos 3 is NVIDIA’s open frontier model system for physical AI, robotics, simulation, and world/action modeling. NVIDIA says it can understand, reason, generate, simulate, and serve as policy support for robots and other physical AI systems.",,,,,announced,"And today, we’re announcing Cosmos 3.",0.98,wSp6AiNIrsY,https://www.youtube.com/watch?v=wSp6AiNIrsY
COMPUTEX,2026,2026-06-01,NVIDIA,NVDA,Jensen Huang,Alpamayo 2 Super,software,"Alpamayo 2 Super is an open model for self-driving cars, announced as part of NVIDIA’s physical AI and automotive stack. The transcript states NVIDIA is working with car companies globally around DRIVE Hyperion vehicles.",,,,,announced,"Today we’re announcing Alpamayo 2 Super, an open model for self-driving cars.",0.94,wSp6AiNIrsY,https://www.youtube.com/watch?v=wSp6AiNIrsY
COMPUTEX,2026,2026-06-03,NXP,NXPI,CEO keynote,Neural Axis Architecture,platform,"NXP introduced a three-layer edge-AI architecture for physical AI and robotics, separating reasoning, coordination, and reflex control. The architecture is meant to place intelligence close to sensors and actuators to improve latency, safety, and energy efficiency.",,3.0,count,,announced,Intelligence has three layers.,0.9,6fg2TOX9Pq8,https://www.youtube.com/watch?v=6fg2TOX9Pq8
COMPUTEX,2026,2026-06-03,NXP,NXPI,CEO keynote,eIQ Toolkit for VLA edge deployment,software,"NXP positioned its eIQ toolkit as software for bringing vision-language-action and other AI models from the cloud to constrained edge processors by importing, quantizing, pruning, compiling, and tuning them for target hardware. This matters because it lowers friction for deploying physical AI on edge devices.",,,,,announced,"This is a software that allows to grab those models, imports them, quantize and prune them, compile it.",0.82,6fg2TOX9Pq8,https://www.youtube.com/watch?v=6fg2TOX9Pq8
COMPUTEX,2026,2026-06-03,NXP,NXPI,CEO keynote,Boston Dynamics factory robotics collaboration,partnership,NXP disclosed work with Boston Dynamics combining NXP hardware and software with Boston Dynamics robotics platforms for human-robot cooperation in factories. The collaboration targets physical-AI deployment on factory floors.,40% productivity enhancements,40.0,%,,announced,I mean we're very proud of working with one of our customers here.,0.72,6fg2TOX9Pq8,https://www.youtube.com/watch?v=6fg2TOX9Pq8
COMPUTEX,2026,2026-06-03,NXP,NXPI;GEHC,CEO keynote,GE Healthcare intelligent anesthesia systems engagement,partnership,NXP disclosed an engagement with GE Healthcare to deploy intelligent systems in anesthesia applications where precision and safety are critical. This indicates NXP edge-AI silicon and software are being used in healthcare physical-AI systems.,,,,,announced,And we're doing I'm very proud of the engagement that we have with GE Healthcare where they're actually deploying intelligent systems and anesthesia where precision safety really really makes a difference and their products and XP is at the core of it.,0.78,6fg2TOX9Pq8,https://www.youtube.com/watch?v=6fg2TOX9Pq8
COMPUTEX,2026,2026-06-01,Qualcomm,QCOM,Cristiano Amon,Dragonfly data center product brand,server,"Qualcomm announced Dragonfly as the new product brand for its data center products, extending its portfolio from edge devices into data center compute. This matters because it signals Qualcomm’s concrete branding and commercialization push for AI data center products.",,,,,announced,"So today at Computex, we're announcing the new product brand for Qualcomm data center products.",0.95,BH6pg0LY8Fw,https://www.youtube.com/watch?v=BH6pg0LY8Fw
COMPUTEX,2026,2026-06-01,Qualcomm,QCOM,Cristiano Amon,Dragonfly hyperscaler and global partner deployments,partnership,Qualcomm said it is already working with hyperscalers and global partners on real-world deployments for its data center products. This indicates customer and ecosystem engagement beyond a concept-stage announcement.,,,,,announced,"Um, we're already working with hyperscalers and global partners on real world deployments.",0.86,BH6pg0LY8Fw,https://www.youtube.com/watch?v=BH6pg0LY8Fw
COMPUTEX,2026,2026-06-01,Qualcomm,QCOM,Cristiano Amon,Open Claw and Hermes on Snapdragon,software,"Qualcomm said orchestrators Open Claw and Hermes are now running on Snapdragon, positioning Snapdragon devices as endpoints for agentic AI workflows. This matters because orchestration software is a key layer for distributed AI across devices and cloud.",,,,,GA,Orchestrators like Open Claw and Hermes are now running on Snapdragon.,0.78,BH6pg0LY8Fw,https://www.youtube.com/watch?v=BH6pg0LY8Fw
COMPUTEX,2026,2026-06-01,Qualcomm,QCOM,Cristiano Amon,Claude Desktop native on Snapdragon PCs,software,Qualcomm said agentic assistants such as Claude Desktop are running natively on Snapdragon PCs. This supports Qualcomm’s push to make Snapdragon PCs a platform for local agentic AI workloads.,,,,,GA,Aentic assistants like claw desktop are running native natively on Snapdragon PCs and you see this thing only accelerating and how the users are going to use more and more in their machines and the machines going to be running on their own doing things and cloud platforms for example like perplexity computer are now building orchestration layers that connect to the device.,0.7,BH6pg0LY8Fw,https://www.youtube.com/watch?v=BH6pg0LY8Fw
COMPUTEX,2026,2026-06-01,Qualcomm,QCOM,Cristiano Amon,Perplexity orchestration layers connected to Snapdragon devices,partnership,"Qualcomm said Perplexity is building orchestration layers that connect to the device, aligning cloud AI platforms with Snapdragon edge compute. This is relevant to Qualcomm’s distributed AI thesis across cloud and device.",,,,,announced,Aentic assistants like claw desktop are running native natively on Snapdragon PCs and you see this thing only accelerating and how the users are going to use more and more in their machines and the machines going to be running on their own doing things and cloud platforms for example like perplexity computer are now building orchestration layers that connect to the device.,0.66,BH6pg0LY8Fw,https://www.youtube.com/watch?v=BH6pg0LY8Fw
COMPUTEX,2026,2026-06-01,Qualcomm,QCOM;GOOGL,Cristiano Amon,Google Gemini agentic AI in Android,software,Qualcomm said Google is bringing agentic AI directly into Android using Gemini intelligence. This matters because Android is a major Snapdragon device ecosystem and native agentic AI could drive future device upgrade cycles.,,,,,announced,Google is bringing Agentic AI directly into Android with Gemini intelligence.,0.82,BH6pg0LY8Fw,https://www.youtube.com/watch?v=BH6pg0LY8Fw
COMPUTEX,2026,2026-06-01,Qualcomm,QCOM;MSFT,Cristiano Amon,Microsoft agentic AI on Snapdragon ecosystem,software,Qualcomm said Microsoft is also bringing agentic AI capabilities in the same context as Google’s Android/Gemini integration. This supports the broader Snapdragon PC and device ecosystem for agentic workloads.,,,,,announced,Microsoft's doing the same and partners even like Humane are developing full Aentic operating system running on Snapdragon.,0.62,BH6pg0LY8Fw,https://www.youtube.com/watch?v=BH6pg0LY8Fw
COMPUTEX,2026,2026-06-01,Qualcomm,QCOM,Cristiano Amon,Humane agentic operating system on Snapdragon,software,Qualcomm said Humane is developing a full agentic operating system running on Snapdragon. This indicates a concrete Snapdragon-based software platform effort for agent-centric devices.,,,,,announced,Microsoft's doing the same and partners even like Humane are developing full Aentic operating system running on Snapdragon.,0.72,BH6pg0LY8Fw,https://www.youtube.com/watch?v=BH6pg0LY8Fw
COMPUTEX,2026,2026-06-01,Qualcomm,QCOM,Cristiano Amon,Qualcomm robotics platform,platform,"Qualcomm described a comprehensive robotics platform spanning AMRs, industrial arms, quadrupeds, humanoids and drones. This matters because it frames Qualcomm’s edge AI hardware and software stack as a multi-form-factor robotics platform rather than a single robot product.",,,,,roadmap,"What we're building is a comprehensive platform across different form factors from AMR, industrial arms, four-legged robots, humanoids, drones, and I actually think industrial opportunity is happening right now.",0.67,BH6pg0LY8Fw,https://www.youtube.com/watch?v=BH6pg0LY8Fw
COMPUTEX,2026,2026-06-01,Supermicro,SMCI;AMD;NVDA;ARM,Charles Liang,X15/H15/N15/A15 server and rack portfolios,server,"Supermicro said its next-generation Intel-, AMD-, NVIDIA- and Arm-based system and rack solution portfolios are ready for OEM orders. This matters because it expands the company’s building-block server lineup across the major AI silicon ecosystems.",,,,,announced,we have our X14 H14 uh portfolio in bodium deployment since many years ago and now we have a X15 uh Intia CPUbased H15 uh AMD uh processor base and uh N15 Nvidia CPU GPUbased solution and a new one A15 AM base uh system and Rex solution.,0.82,FLJHH3ZWEJo,https://www.youtube.com/watch?v=FLJHH3ZWEJo
COMPUTEX,2026,2026-06-01,Supermicro,SMCI;NVDA,Charles Liang,Vera Rubin NVL72 rack solution,server,Supermicro said it is preparing high-volume production of NVIDIA Vera Rubin NVL72 rack-scale systems and has already shipped samples to select customers. This is a concrete rack-scale AI infrastructure commitment tied to NVIDIA’s next-generation platform.,72,72.0,count,,sampling,we are getting ready for the upcoming Vera Rubin uh MVL 72 right indeed we already ship uh some sample to uh certain customer and so far their experience was great and we are preparing for high volume production for you to to order today,0.9,FLJHH3ZWEJo,https://www.youtube.com/watch?v=FLJHH3ZWEJo
COMPUTEX,2026,2026-06-01,Supermicro,SMCI;NVDA,Charles Liang,Rubin HGX rack-scale systems,server,"Supermicro announced Rubin HGX configurations supporting up to 144 GPUs, with samples around now and production expected in the next few months. This broadens Supermicro’s NVIDIA AI server offering beyond NVL72 into multiple rack-scale HGX configurations.",144,144.0,count,next few months,sampling,Then uh lubin hgx right lubin uh hgx we support uh a non uh 64 GPU or non or can be uh with another different configuration right kind of like this congulation uh uh we can support uh uh 64 uh 128 or 144 uh R2 200 uh system to you and uh sample is about now and uh production just in next few months,0.86,FLJHH3ZWEJo,https://www.youtube.com/watch?v=FLJHH3ZWEJo
COMPUTEX,2026,2026-06-01,Supermicro,SMCI;NVDA,Charles Liang,Vera CPU-based systems,cpu,Supermicro said NVIDIA Vera CPU-based systems with multiple configurations are already around sampling. This points to Supermicro support for NVIDIA’s CPU-centric data-center platform in addition to GPU systems.,,,,,sampling,and also uh Vera uh CPU base right uh looping base and Vera base right vera based you know CPU uh Nvidia CPU based uh again kind of lots of different configuration uh already about simply,0.64,FLJHH3ZWEJo,https://www.youtube.com/watch?v=FLJHH3ZWEJo
COMPUTEX,2026,2026-06-01,Supermicro,SMCI;ARM,Charles Liang,Arm AGI CPU-based Supermicro systems,partnership,Supermicro and Arm said Supermicro systems using Arm’s AGI CPU are ready to take orders and expected to enter production within a few months. This gives enterprises and neoclouds access to Arm-based AI infrastructure outside hyperscaler-only deployments.,,,,within a few months,announced,We we're going to be in uh uh production within within a few months here.,0.88,FLJHH3ZWEJo,https://www.youtube.com/watch?v=FLJHH3ZWEJo
COMPUTEX,2026,2026-06-01,Supermicro,SMCI,Charles Liang,"5,000-pound AI rack with BBU power shelf",server,"Supermicro highlighted its own rack design for Vera Rubin-class systems, including optimized battery power shelves and optional battery backup systems. The rack is designed to support very heavy AI infrastructure and improve installation, maintenance and resilience.","5,000 pound",5000.0,lb,,announced,"And even this rack, you can see this rack is so strong.",0.72,FLJHH3ZWEJo,https://www.youtube.com/watch?v=FLJHH3ZWEJo
COMPUTEX,2026,2026-06-01,Supermicro,SMCI,Charles Liang,Liquid-to-air DLC retrofit cooling modules,other,"Supermicro announced liquid-to-air cooling modules for running direct liquid cooling in traditional air-cooled data centers without major conversion work. The stated capacities include 250 kW and 500 kW, aimed at faster enterprise AI deployment.",500 kw,500.0,kW,,announced,"You just uh have a uh a to a liquid to a cycle car um 250 kw uh 500 kw and then you can run your DLC direct in traditional uh data center right away without spend what uh months of time to uh uh convert your data center to install a DLC equipment and to spend the money, right?",0.82,FLJHH3ZWEJo,https://www.youtube.com/watch?v=FLJHH3ZWEJo
COMPUTEX,2026,2026-06-01,Supermicro,SMCI,Charles Liang,Megawatt CDU cooling portfolio,other,Supermicro announced a broader CDU portfolio spanning megawatt-scale cooling and smaller in-row units. The portfolio is intended to support dense AI workloads with pre-validated liquid-cooling infrastructure.,5 megawatt,5.0,MW,,announced,So uh let's talk about cooling right again we provide all different kind of CDU right kind of uh uh in those CDU uh which different size uh 1 megawatt 3 megawatt or 5 megawatt or kind of like a uh indirect CPU indeed micro is one of the first company uh design and manufacturer in low CPU right no CDU kind of uh 125 mega uh 125 kw 250 kw or even a little bit larger size is coming right,0.78,FLJHH3ZWEJo,https://www.youtube.com/watch?v=FLJHH3ZWEJo
COMPUTEX,2026,2026-06-01,Supermicro,SMCI,Charles Liang,High-impedance liquid-cooling coolant formula,other,Supermicro introduced a new coolant chemistry for direct liquid cooling with much higher electrical impedance than standard coolant. The goal is to reduce outage and short-circuit risk if a small leak occurs.,"1,000 time higher electrical impedance",1000.0,x,,announced,"Uh our new coolant we have a some new coolant formula that feature up to 1,000 time higher electrical impedance than standard coolant for example here.",0.92,FLJHH3ZWEJo,https://www.youtube.com/watch?v=FLJHH3ZWEJo
